id,tokens,ner_tags
1305,"['name', 'the', 'second', 'christopher', 'nolan', 'batman', 'film', 'that', 'starred', 'christian', 'bale', 'as', 'batman', 'and', 'he', 'fought', 'against', 'the', 'joker']","[24, 24, 24, 3, 15, 9, 21, 24, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19]"
1306,"['name', 'the', 'sequel', 'film', 'about', 'a', 'group', 'of', 'zoo', 'animals', 'that', 'are', 'in', 'africa', 'trying', 'to', 'get', 'back', 'to', 'new', 'york']","[24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1307,"['name', 'the', 'sequel', 'to', 'the', 'family', 'classic', 'about', 'a', 'little', 'boy', 'who', 'gets', 'left', 'home', 'alone', 'for', 'a', 'few', 'days']","[24, 24, 9, 24, 24, 4, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1308,"['name', 'the', 'sequel', 'to', 'the', 'film', 'about', 'a', 'british', 'spy', 'that', 'has', 'no', 'idea', 'about', 'what', 'he', 's', 'doing']","[24, 24, 9, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1309,"['name', 'the', 'steamy', 'american', 'neo', 'noir', 'film', 'from', 'the', 'early', '1980', 's', 'that', 'starred', 'kathleen', 'turner', 'and', 'william', 'hurt']","[24, 24, 5, 4, 16, 16, 24, 24, 24, 11, 23, 23, 24, 24, 0, 12, 24, 0, 12]"
1310,"['name', 'the', 'steven', 'speilberg', 'animated', 'film', 'about', 'a', 'english', 'young', 'investigator', 'that', 'gets', 'into', 'lots', 'of', 'trouble']","[24, 24, 3, 15, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1311,"['name', 'the', 'sylvester', 'stallone', 'film', 'about', 'a', 'underdog', 'boxer', 'who', 'ends', 'up', 'going', 'all', 'the', 'way', 'to', 'win', 'it', 'all']","[24, 24, 0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1312,"['name', 'the', 'third', 'film', 'in', 'the', 'blue', 'sky', 'animated', 'series', 'about', 'a', 'group', 'of', 'animals', 'living', 'in', 'the', 'the', 'beginning', 'of', 'time']","[24, 24, 9, 21, 24, 24, 9, 21, 21, 21, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1313,"['name', 'the', 'third', 'film', 'in', 'the', 'series', 'of', 'pixar', 'animated', 'films', 'about', 'toys', 'that', 'come', 'to', 'life', 'when', 'no', 'ones', 'around']","[24, 24, 9, 21, 21, 21, 21, 24, 3, 4, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
1314,"['name', 'the', 'third', 'film', 'were', 'a', 'secret', 'agent', 'goes', 'back', 'in', 'time', 'to', 'save', 'his', 'partner', 'and', 'the', 'world']","[24, 24, 9, 21, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1315,"['name', 'the', 'tom', 'hanks', 'war', 'movie', 'that', 'has', 'been', 'named', 'one', 'of', 'the', 'top', 'war', 'movies', 'of', 'all', 'time', 'by', 'multiple', 'sources']","[24, 24, 0, 12, 4, 24, 24, 24, 24, 5, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
1316,"['name', 'this', '1969', 'western', 'starring', 'william', 'holden', 'and', 'ernest', 'borgnine']","[24, 24, 11, 4, 24, 0, 12, 24, 0, 12]"
1317,"['name', 'this', '1993', 'remake', 'which', 'featured', 'sally', 'field', 'voicing', 'a', 'pet', 'cat']","[24, 24, 11, 9, 24, 24, 0, 12, 24, 7, 24, 24]"
1318,"['name', 'this', '2010', 'animated', 'movie', 'directed', 'by', 'zack', 'snyder', 'about', 'birds', 'of', 'prey', 'that', 'seek', 'out', 'legendary', 'heroes']","[24, 24, 11, 4, 24, 24, 24, 3, 15, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
1319,"['name', 'this', '2011', 'film', 'which', 'featured', 'albert', 'brooks', 'playing', 'against', 'type', 'as', 'a', 'villain']","[24, 24, 11, 24, 24, 24, 0, 12, 24, 24, 24, 24, 24, 24]"
1320,"['name', 'this', 'best', 'picture', 'and', 'best', 'director', 'winning', 'film', 'which', 'featured', 'meryl', 'streep', 'in', 'only', 'her', 'second', 'movie', 'role', 'as', 'well', 'as', 'john', 'cazale', 'in', 'his', 'final', 'role']","[24, 24, 1, 13, 13, 13, 13, 13, 13, 24, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 0, 12, 24, 24, 24, 24]"
1321,"['name', 'this', 'julie', 'christie', 'starring', 'film', 'which', 'also', 'featured', 'klaus', 'kinski', 'and', 'sir', 'alec', 'guinness']","[24, 24, 0, 12, 24, 24, 24, 24, 24, 0, 12, 24, 0, 12, 12]"
1322,"['name', 'this', 'merchant', 'ivory', 'film', 'based', 'upon', 'an', 'e', 'm', 'forster', 'novel', 'and', 'starring', 'sir', 'anthony', 'hopkins']","[24, 24, 3, 15, 24, 24, 24, 24, 6, 18, 18, 18, 24, 24, 0, 12, 12]"
1323,"['name', 'this', 'movie', 'based', 'on', 'a', 'philip', 'k', 'dick', 'the', 'only', 'pkd', 'story', 'to', 'be', 'adapted', 'for', 'the', 'screen', 'twice']","[24, 24, 24, 6, 18, 18, 18, 18, 18, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1324,"['ned', 'beatty', 'was', 'nominated', 'for', 'an', 'oscar', 'for', 'his', 'supporting', 'role', 'in', 'what', 'news', 'show', 'drama']","[0, 12, 24, 24, 24, 24, 1, 24, 24, 24, 24, 24, 24, 24, 24, 4]"
1325,"['ned', 'beatty', 'was', 'the', 'only', 'one', 'of', 'the', 'four', 'main', 'actors', 'to', 'ever', 'have', 'paddled', 'a', 'canoe', 'prior', 'to', 'shooting', 'this', '1972', 'movie', 'which', 'is', 'ironic', 'since', 'his', 'character', 'is', 'the', 'most', 'inept', 'and', 'clumsy']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1326,"['new', 'line', 'cinema', 'was', 'saved', 'from', 'bankruptcy', 'by', 'the', 'success', 'of', 'this', 'wes', 'craven', 'film', 'and', 'was', 'jokingly', 'nicknamed', 'the', 'house', 'that', 'freddy', 'built']","[3, 15, 15, 24, 24, 24, 24, 24, 24, 24, 24, 24, 3, 15, 24, 24, 9, 21, 21, 21, 21, 21, 21, 21]"
1327,"['nicolas', 'cage', 'won', 'an', 'osca', 'for', 'is', 'performance', 'as', 'a', 'writer', 'trying', 'to', 'drink', 'himself', 'to', 'death']","[0, 12, 24, 24, 1, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19]"
1328,"['nicole', 'kidman', 'received', 'a', 'best', 'actress', 'academy', 'award', 'nomination', 'for', 'her', 'performance', 'as', 'satine', 'in', 'this', '2001', 'baz', 'luhrmann', 'film']","[0, 12, 24, 24, 1, 13, 13, 13, 13, 24, 24, 24, 24, 2, 24, 24, 11, 3, 15, 24]"
1329,"['nigel', 'terry', 'stars', 'as', 'king', 'arthur', 'in', 'this', '1981', 'version', 'of', 'the', 'camelot', 'story', 'with', 'cherie', 'lunghi', 'as', 'his', 'guenevere']","[0, 12, 24, 24, 2, 14, 24, 24, 11, 24, 24, 24, 7, 19, 24, 0, 12, 24, 24, 2]"
1330,"['often', 'refereed', 'to', 'as', 'the', 'zombie', 'film', 'without', 'zombies', 'this', 'film', 'starring', 'lawrence', 'fishburne', 'as', 'the', 'director', 'of', 'the', 'cdc', 'is', 'titled', 'what']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1331,"['okay', 'kitty', 'you', 'stay', 'on', 'that', 'side', 'of', 'the', 'boat', 'i', 'll', 'stay', 'here']","[8, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]"
1332,"['on', 'a', 'falling', 'down', 'farm', 'in', 'wartime', 'england', 'the', 'magical', 'nanny', 'returns', 'to', 'take', 'care', 'of', 'the', 'overwhelmed', 'mrs', 'green', 's', 'three', 'children', 'and', 'their', 'two', 'cousins', 'and', 'saves', 'the', 'farm', 'as', 'well']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1333,"['one', 'of', 'film', 's', 'very', 'first', 'iconic', 'villains', 'is', 'defeated', 'with', 'a', 'splash', 'of', 'water', 'in', 'this', 'film']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19]"
1334,"['one', 'of', 'the', 'first', 'technicolor', 'films', 'set', 'on', 'the', 'yellow', 'brick', 'road']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19]"
1335,"['one', 'of', 'the', 'great', 'movies', 'of', 'all', 'time', 'famous', 'for', 'it', 's', 'transition', 'from', 'black', 'and', 'white', 'to', 'technicolor', 'after', 'the', 'opening', 'scenes']","[5, 17, 17, 17, 17, 17, 17, 17, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1336,"['one', 'of', 'the', 'most', 'famous', 'silent', 'films', 'of', 'all', 'time', 'this', '1927', 'classic', 'was', 'directed', 'by', 'fritz', 'lang']","[5, 17, 17, 17, 17, 4, 24, 5, 17, 17, 24, 11, 5, 24, 24, 24, 3, 15]"
1337,"['one', 'of', 'the', 'most', 'popular', 'french', 'language', 'films', 'of', 'the', 'last', 'decade', 'across', 'the', 'globe', 'this', 'features', 'a', 'young', 'quirky', 'french', 'woman', 'and', 'her', 'incessant', 'day', 'dreams']","[24, 24, 24, 5, 17, 4, 16, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
1338,"['only', 'nineties', 'disney', 'could', 'turn', 'a', 'castle', 'full', 'of', 'singing', 'silverware', 'and', 'their', 'werewolf', 'boss', 'into', 'something', 'so', 'magical', 'do', 'you', 'know', 'the', 'movie']","[24, 11, 3, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 24]"
1339,"['originally', 'a', 'popular', '1980', 's', 'hasbro', 'series', 'of', 'toys', 'this', '2007', 'film', 'is', 'more', 'than', 'meets', 'the', 'eye']","[24, 24, 24, 11, 24, 24, 24, 24, 24, 24, 11, 24, 24, 24, 24, 24, 24, 24]"
1340,"['originally', 'released', 'in', '1981', 'and', 'remade', 'in', '2010', 'based', 'on', 'the', 'epic', 'struggle', 'of', 'greek', 'gods', 'in', 'greek', 'mythology']","[24, 24, 24, 11, 24, 9, 24, 11, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
1341,"['our', 'sixteenth', 'president', 'is', 'famous', 'for', 'many', 'things', 'but', 'this', 'action', 'movie', 'rewrites', 'history', 'in', 'a', 'very', 'bloody', 'way']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 4, 24, 7, 19, 19, 19, 19, 19, 19]"
1342,"['paul', 'newman', 'and', 'robert', 'redford', 'in', 'a', 'period', 'piece', 'set', 'in', 'the', '1930', 's', 'involves', 'a', 'gambling', 'scam', 'with', 'a', 'twist', 'ending']","[0, 12, 24, 0, 12, 24, 24, 4, 16, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19]"
1343,"['paul', 'rudd', 'and', 'steve', 'carell', 'star', 'in', 'this', 'remake', 'of', 'a', '1998', 'french', 'screwball', 'comedy']","[0, 12, 24, 0, 12, 24, 24, 9, 21, 21, 24, 11, 9, 4, 16]"
1344,"['paul', 'rudd', 'is', 'an', 'an', 'idealist', 'who', 'barges', 'into', 'the', 'lives', 'of', 'his', 'three', 'sisters', 'in', 'this', '2011', 'comedy']","[0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4]"
1345,"['perhaps', 'tim', 'burton', 's', 'most', 'famous', 'movie', 'this', 'one', 'is', 'about', 'the', 'halloween', 'realm', 'wanting', 'to', 'copy', 'the', 'christmas', 'realm']","[24, 3, 15, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19]"
1346,"['perseus', 'returns', 'to', 'face', 'ares', 'and', 'hades', 'in', 'what', '2012', 'film', 'based', 'on', 'greek', 'mythology']","[2, 7, 19, 19, 2, 24, 2, 24, 24, 11, 24, 6, 18, 18, 18]"
1347,"['peter', 'jackson', 's', 'final', 'installment', 'of', 'the', 'epic', 'tolkien', 'tale']","[3, 15, 24, 9, 21, 24, 24, 24, 6, 24]"
1348,"['peter', 'lorre', 'and', 'jack', 'nicholson', 'were', 'fond', 'of', 'ad', 'libbing', 'their', 'lines', 'much', 'to', 'the', 'annoyance', 'of', 'boris', 'karloff', 'who', 'was', 'working', 'from', 'the', 'script', 'in', 'this', '1963', 'feature']","[0, 12, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 24]"
1349,"['peter', 'ostrum', 'who', 'plays', 'charlie', 'bucket', 'in', 'this', 'classic', 'family', 'move', 'made', 'no', 'other', 'films', 'he', 'later', 'became', 'a', 'veterinarian']","[0, 12, 24, 24, 2, 14, 24, 24, 24, 4, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1350,"['peter', 'weller', 'plays', 'a', 'reassembled', 'indestructible', 'cop', 'in', 'this', 'futuristic', 'cop', 'movie', 'directed', 'by', 'paul', 'verhoeven']","[0, 12, 24, 24, 7, 19, 19, 24, 24, 5, 4, 24, 24, 24, 3, 15]"
1351,"['photographer', 'robert', 'kincaid', 'wanders', 'into', 'the', 'life', 'of', 'housewife', 'francesca', 'johnson', 'for', 'four', 'days', 'in', 'the', '1960', 's', 'is', 'the', 'plot', 'of', 'this', 'cliint', 'eastwood', 'directed', 'romance']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 24, 24, 24, 24, 24, 24, 3, 15, 24, 4]"
1352,"['please', 'name', 'the', 'movie', 'that', 'has', 'been', 'dubbed', 'the', 'female', 'hangover', 'known', 'for', 'its', 'raunchy', 'comedy']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 5, 4]"
1353,"['please', 'name', 'the', 'sequel', 'of', 'an', 'animated', 'movie', 'about', 'a', 'racecar', 'fighting', 'for', 'his', 'life', 'with', 'his', 'friends']","[24, 24, 24, 9, 24, 24, 4, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
1354,"['politics', 'can', 'be', 'a', 'dirty', 'business', 'this', 'campaign', 'manager', 'learns', 'that', 'the', 'hard', 'way', 'when', 'a', 'beautiful', 'young', 'girl', 'succumbs', 'to', 'the', 'lust', 'of', 'a', 'politician']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1355,"['r', 'lee', 'ermey', 'personally', 'supervised', 'the', 'recreation', 'of', 'the', 'parris', 'island', 'set', 'in', 'this', '1987', 'stanley', 'kubrick', 'feature']","[6, 18, 18, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 3, 15, 24]"
1356,"['rachel', 'mcadams', 'stars', 'as', 'an', 'upstart', 'television', 'producer', 'who', 'accepts', 'the', 'challenge', 'of', 'reviving', 'a', 'struggling', 'daytime', 'talk', 'show', 'in', 'this', '2010', 'comedy']","[0, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 11, 4]"
1357,"['ralphie', 'has', 'to', 'convince', 'his', 'parents', 'teachers', 'and', 'santa', 'that', 'a', 'red', 'ryder', 'b', 'b', 'gun', 'really', 'is', 'the', 'perfect', 'gift', 'in', 'this', 'holiday', 'favorite']","[2, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 4, 7]"
1358,"['ray', 'boom', 'boom', 'mancini', 'stars', 'as', 'an', 'ambitious', 'small', 'town', 'boxer', 'with', 'dreams', 'of', 'making', 'it', 'as', 'a', 'professional', 'in', 'this', 'sport', 'drama']","[0, 12, 12, 12, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1359,"['remind', 'me', 'the', 'name', 'of', 'this', 'classic', 'comedy', 'about', 'academic', 'probation', 'in', 'a', 'preparatory', 'school']","[24, 24, 24, 24, 24, 24, 4, 16, 24, 7, 19, 19, 19, 19, 19]"
1360,"['ren', 'e', 'zellweger', 'played', 'the', 'title', 'character', 'in', 'this', '2001', 'movie', 'based', 'on', 'the', 'novel', 'by', 'helen', 'fielding']","[0, 12, 12, 24, 24, 24, 24, 24, 24, 11, 24, 24, 24, 24, 6, 18, 18, 18]"
1361,"['rex', 'harrison', 'won', 'a', 'best', 'actor', 'oscar', 'for', 'teaching', 'audrey', 'hepburn', 's', 'eliza', 'doolittle', 'to', 'be', 'a', 'lady', 'in', 'what', 'george', 'cukor', 'film']","[0, 12, 24, 24, 1, 13, 13, 24, 24, 0, 12, 24, 2, 14, 7, 19, 19, 19, 24, 24, 3, 15, 24]"
1362,"['richard', 'burton', 'and', 'peter', 'o', 'toole', 'both', 'received', 'best', 'actor', 'oscar', 'nominations', 'for', 'this', '1964', 'adaptation', 'of', 'jean', 'anouilh', 's', 'play']","[0, 12, 24, 0, 12, 12, 24, 24, 1, 13, 13, 13, 24, 24, 11, 6, 18, 18, 18, 18, 18]"
1363,"['richard', 'dreyfuss', 'starred', 'in', 'this', '1977', 'steven', 'spielberg', 'science', 'fiction', 'classic', 'featuring', 'french', 'filmmaker', 'francois', 'truffaut', 'as', 'a', 'scientist']","[0, 12, 24, 24, 24, 11, 3, 15, 4, 16, 16, 7, 19, 19, 19, 19, 19, 19, 19]"
1364,"['rob', 'reiner', 'directed', 'this', '1984', 'faux', 'documentary', 'about', 'a', 'head', 'banging', 'heavy', 'metal', 'band', 'with', 'harry', 'shearer', 'and', 'michael', 'mckean', 'as', 'derek', 'and', 'nigel']","[3, 15, 24, 24, 11, 4, 16, 7, 19, 19, 19, 19, 19, 19, 24, 0, 12, 24, 0, 12, 24, 2, 24, 2]"
1365,"['robert', 'de', 'niro', 'plays', 'a', 'boxer', 'in', 'this', 'movie', 'with', 'such', 'a', 'violent', 'temper', 'that', 'it', 'leads', 'to', 'his', 'destruction']","[0, 12, 12, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1366,"['robert', 'downey', 'jnr', 'and', 'jude', 'law', 'team', 'up', 'again', 'facing', 'off', 'with', 'a', 'villain', 'by', 'the', 'name', 'of', 'moriaty']","[0, 12, 12, 24, 0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 2]"
1367,"['robert', 'redford', 'insisted', 'that', 'the', 'actors', 'stay', 'in', 'costume', 'as', 'much', 'as', 'possible', 'so', 'that', 'the', 'clothes', 'would', 'start', 'to', 'feel', 'natural', 'to', 'them', 'for', 'this', '2010', 'movie', 'about', 'lincoln', 's', 'assassination']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 24, 7, 19, 19, 19]"
1368,"['robert', 'redford', 'stars', 'in', 'this', 'classic', 'about', 'a', 'retired', 'baseball', 'player', 'coming', 'back', 'to', 'the', 'game', 'for', 'one', 'last', 'chance', 'at', 'glory']","[0, 12, 24, 24, 24, 4, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1369,"['robin', 'williams', 'is', 'probably', 'the', 'most', 'notable', 'character', 'in', 'this', 'animated', 'disney', 'film', 'about', 'a', 'lamp']","[0, 12, 24, 5, 17, 17, 17, 17, 24, 24, 4, 24, 24, 7, 19, 19]"
1370,"['rod', 'serling', 'wrote', 'this', 'sports', 'drama', 'about', 'a', 'boxer', 'at', 'the', 'end', 'of', 'his', 'career']","[3, 15, 24, 24, 4, 16, 24, 7, 19, 19, 19, 19, 19, 19, 19]"
1371,"['roman', 'polanski', 'directed', 'this', '2010', 'movie', 'about', 'an', 'author', 'hired', 'to', 'complete', 'the', 'memoirs', 'of', 'a', 'former', 'british', 'prime', 'minister', 'uncovers', 'secrets', 'that', 'put', 'his', 'own', 'life', 'in', 'jeopardy']","[3, 15, 24, 24, 11, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1372,"['romeo', 'and', 'juliet', 'played', 'out', 'on', 'the', 'streets', 'of', 'manhattan', 'with', 'music', 'by', 'leonard', 'bernstein']","[9, 21, 21, 7, 19, 19, 19, 19, 19, 19, 24, 24, 24, 10, 22]"
1373,"['ron', 'livingston', 'plays', 'a', 'slacker', 'who', 'would', 'rather', 'woo', 'jennifer', 'aniston', 'than', 'ever', 'go', 'to', 'work', 'again', 'in', 'this', '1999', 'comedy']","[0, 12, 24, 7, 19, 19, 19, 19, 19, 0, 12, 7, 19, 19, 19, 19, 24, 24, 24, 11, 4]"
1374,"['rowan', 'atkinson', 'returns', 'to', 'portraying', 'a', 'bumbling', 'inept', 'spy', 'that', 'lampoons', 'the', 'james', 'bond', 'series', 'in', 'what', 'sequel']","[0, 12, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 9]"
1375,"['rumpelstiltskin', 'makes', 'a', 'deal', 'with', 'our', 'hero', 'in', 'this', '4', 'th', 'movie', 'featuring', 'our', 'beloved', 'hero', 'and', 'his', 'wise', 'cracking', 'donkey']","[2, 24, 24, 24, 24, 24, 24, 24, 24, 9, 21, 21, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1376,"['russel', 'crowe', 'won', 'many', 'accolades', 'for', 'his', 'portrayal', 'of', 'a', 'troubled', 'math', 'genius', 'is', 'this', 'film', 'directed', 'by', 'ron', 'hoard']","[0, 12, 24, 24, 5, 24, 7, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 24, 3, 15]"
1377,"['russell', 'brand', 'filmed', 'scenes', 'performing', 'as', 'rock', 'star', 'aldous', 'snow', 'at', 'his', 'sell', 'out', 'comedy', 'show', 'scandalous', 'in', 'front', 'of', '20', '000', 'people', 'at', 'the', 'o', '2', 'arena', 'in', 'london', 'for', 'this', '2010', 'comedy']","[0, 12, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 4]"
1378,"['russell', 'crowe', 'stars', 'as', 'the', 'title', 'character', 'in', 'this', '2010', 'version', 'about', 'the', 'archer', 'who', 'steals', 'from', 'the', 'rich', 'and', 'gives', 'to', 'the', 'poor']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 11, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1379,"['sergio', 'leone', 'directed', 'clint', 'eastwood', 'lee', 'van', 'cleef', 'and', 'eli', 'wallach', 'as', 'who', 'in', 'this', 'famed', 'spaghetti', 'western']","[3, 15, 24, 0, 12, 12, 12, 12, 24, 0, 12, 24, 24, 24, 24, 5, 17, 4]"
1380,"['sergio', 'leone', 'directed', 'this', 'epic', 'gangster', 'film', 'starring', 'robert', 'deniro', 'james', 'woods', 'and', 'elizabeth', 'mcgovern']","[3, 15, 24, 24, 5, 4, 24, 24, 0, 12, 12, 12, 24, 0, 12]"
1381,"['set', 'in', '1941', 'what', 'coen', 'brother', 'film', 'stars', 'john', 'turturro', 'as', 'a', 'troubled', 'playwright', 'living', 'in', 'hollywood']","[24, 24, 11, 24, 3, 15, 24, 24, 0, 12, 24, 24, 7, 19, 24, 24, 24]"
1382,"['set', 'in', 'an', 'insane', 'asylum', 'this', 'book', 'to', 'film', 'adaptation', 'features', 'jack', 'nicholson', 'in', 'the', 'main', 'role', 'with', 'danny', 'devito', 'and', 'louise', 'fletcher', 'in', 'support', 'what', 'is', 'the', 'name', 'of', 'this', 'film']","[7, 19, 19, 19, 19, 24, 6, 18, 18, 18, 24, 0, 12, 24, 24, 24, 24, 24, 0, 12, 24, 0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1383,"['set', 'in', 'england', 's', 'sherwood', 'forest', 'this', 'tale', 'surrounds', 'a', 'merry', 'bunch', 'of', 'men', 'and', 'their', 'leader', 'who', 'steal', 'from', 'the', 'rich', 'to', 'give', 'to', 'the', 'poor']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1384,"['set', 'in', 'the', 'cabrini', 'green', 'projects', 'in', 'chicago', 'this', 'movie', 'from', '1992', 'a', 'murderous', 'soul', 'is', 'summoned', 'to', 'reality', 'by', 'a', 'student', 'who', 'is', 'researching', 'the', 'urban', 'legend']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 11, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1385,"['setting', 'in', 'the', 'near', 'future', 'this', 'movie', 'is', 'about', 'humans', 'that', 'traverse', 'the', 'universe', 'in', 'search', 'of', 'the', 'creators', 'of', 'humans']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1386,"['she', 'was', 'able', 'to', 'see', 'past', 'the', 'monster', 'to', 'find', 'the', 'prince', 'on', 'the', 'inside', 'this', 'classic', 'animated', 'film', 'retells', 'a', 'timeless', 'story', 'of', 'love', 'overcoming', 'adversity']","[7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 24, 5, 4, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
1387,"['shirley', 'maclaine', 'filmed', 'her', 'famous', 'cameo', 'in', 'ocean', 's', 'eleven', 'during', 'a', 'break', 'in', 'filming', 'this', '1960', 'billy', 'wilder', 'movie']","[0, 12, 24, 24, 24, 24, 24, 24, 24, 24, 9, 21, 21, 21, 21, 24, 11, 3, 15, 24]"
1388,"['show', 'me', 'a', 'movie', 'of', 'a', 'film', 'based', 'off', 'of', 'a', 'young', 'adult', 'series', 'about', 'a', 'child', 'dealing', 'with', 'his', 'struggles']","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 4, 16, 24, 24, 7, 19, 19, 19, 19, 19]"
1389,"['sigourney', 'weaver', 'belongs', 'to', 'a', 'crew', 'that', 'just', 'woke', 'up', 'in', 'their', 'spaceship', 'near', 'a', 'planet', 'the', 'crew', 'decides', 'to', 'explore', 'the', 'planet', 'but', 'bring', 'back', 'their', 'nightmare', 'on', 'the', 'ship']","[0, 12, 7, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
